web-scraper-order,web-scraper-start-url,Chiens,Chiens-href,Nom,Prix,Adresse,Image-src
"1739188525-293","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3384914","Chiot labrador","115 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3384914_uploaded_image1_1634172104.jpg"
"1739188527-294","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-pur-sang-3386631","Chiot Berger Allemand","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4659440_uploaded_image1_1711400521.jpg"
"1739188530-295","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-shiba-3391753","Chiot Shiba","12 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3391753_uploaded_image1_1634566270.jpg"
"1739188532-296","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3391757","Chiots","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4344699_uploaded_image1_1692644593.jpg"
"1739188535-297","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-cockers-3392834","Chiot Cockers","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3392834_uploaded_image1_1634634800.jpg"
"1739188541-298","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3401220","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739188544-299","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-cairn-terrier-3403879","Chiot Cairn Terrier","75 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3403879_uploaded_image1_1635228058.jpg"
"1739188547-300","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3410404","Chiot Bichon Havanais","80 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4955373_uploaded_image1_1726948506.jpg"
"1739188549-301","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-bichon-maltais-male-3412462","","","",""
"1739188551-302","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3423235","Chiot","500 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159624_uploaded_image1_1738174976.jpg"
"1739188554-303","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-3424026","Chiot","500 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159624_uploaded_image1_1738174976.jpg"
"1739188556-304","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-male-3426533","","","",""
"1739188559-305","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3428785","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739188561-306","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3442911","Chiot pitbull","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1739188563-307","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-3443479","Chien Husky Siberien","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3443483_uploaded_image1_1637231939.jpg"
"1739188566-308","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-3443483","Chien Husky Siberien","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3443483_uploaded_image1_1637231939.jpg"
"1739188568-309","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3449348","Chiot Labrador","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756515_uploaded_image1_1656067446.jpg"
"1739188571-310","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3450883","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739188573-311","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-loup-metisse-3459451","Chiot loup métissé","120 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3459451_uploaded_image1_1638229979.jpg"
"1739188575-312","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3460832","Chiot Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1739188578-313","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pittbull-3474335","Chien Pittbull","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3474335_uploaded_image1_1638955282.jpg"
"1739188580-314","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-husky-3474340","Chien Husky","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3474340_uploaded_image1_1638955416.jpg"
"1739188583-315","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichons-maltais-3480182","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739188585-316","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3480830","Cane Corso de 4 mois","450 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919921_uploaded_image1_1725115686.jpg"
"1739188588-317","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-carlin-3482498","Chiots Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739188590-318","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-3486056","Chiot Caniche","120 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4404913_uploaded_image1_1696555140.jpg"
"1739188593-319","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-male-3489190","","","",""
"1739188595-320","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3489697","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739188597-321","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-3495193","Chiots Doberman","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495193_uploaded_image1_1640255635.jpg"
"1739188600-322","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pekinois-3498824","Chiots Pékinois","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3498824_uploaded_image1_1640602505.jpg"
"1739188602-323","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3499830","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739188604-324","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3507395","Chien Pitbull mâle","110 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3532010_uploaded_image1_1642671792.jpg"
"1739188607-325","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-3508376","Chiot Rottweiler","200 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3508376_uploaded_image1_1641305550.jpg"
"1739188609-326","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Berger Malinois","230 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4997477_uploaded_image1_1729105958.jpg"
"1739188613-327","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4117078_uploaded_image1_1677779647.jpg"
"1739188615-328","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chien Berger Allemand","310 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1739188618-329","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/husky-blanc-siberie-3515349","Husky blanc sibérie","600 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3515349_uploaded_image1_1641650640.jpg"
"1739188620-330","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739188623-331","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4180447_uploaded_image1_1681745968.jpg"
"1739188626-332","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-3523984","Chiot Samoyede","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3799036_uploaded_image1_1658767159.jpg"
"1739188628-333","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-malinois-3526946","Chien malinois","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526946_uploaded_image1_1642346487.jpg"
"1739188630-334","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-francais-3526979","Chiot Bulldog Français","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526979_uploaded_image1_1642348631.jpg"
"1739188633-335","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3528607","Chiots Berger Malinois","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3586169_uploaded_image1_1646072311.jpg"
"1739188636-336","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-male-3532010","","","",""
"1739188638-337","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/dalmatien-3535198","Dalmatien","500 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3535198_uploaded_image2_1642854976.jpeg"
"1739188640-338","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-amstaff-3538182","Chiot Amstaff","150 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3538182_uploaded_image1_1643104371.jpg"
"1739188643-339","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-dogue-allemand-croise-berger-3538695","Chien Dogue Allemand croisé Berger","150 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3538695_uploaded_image1_1643123090.jpg"
"1739188646-340","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-3539780","Chiot Caniche","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3539780_uploaded_image1_1643199203.jpg"
"1739188648-341","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3542781","Chiot Berger Allemand","120 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5040967_uploaded_image1_1731453566.jpg"
"1739188651-342","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3554069","Chien","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3554069_uploaded_image1_1643979741.jpg"
"1739188653-343","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/femelle-pitt-3555055","Femelle pitt","130 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3555055_uploaded_image1_1644018829.jpg"
"1739188655-344","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-3559497","Chien Rottweiler","200 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3559497_uploaded_image1_1644342610.jpg"
"1739188658-345","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3560042","Vente de chiots","130 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885713_uploaded_image1_1723206642.jpg"
"1739188660-346","https://sn.coinafrique.com/categorie/chiens?page=6","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/caniches-3564716","Caniches","200 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3564716_uploaded_image1_1644653719.jpg"
